,fluxes,C-fluxes
EX_ac(e),20.82805331874298,41.65610663748596
EX_cys_L(e),0.9921316549757769,2.976394964927331
EX_dad_2(e),0.038206020724413356,0.3820602072441336
EX_for(e),16.148983105247293,16.148983105247293
EX_hista(e),0.05233031447515448,0.2616515723757724
EX_indole(e),0.01663814658060835,0.1331051726448668
EX_ins(e),0.9142869356155364,9.142869356155364
EX_leu_L(e),0.5026703228855499,3.0160219373132993
EX_phe_L(e),0.838131830234795,7.543186472113155
EX_ppa(e),0.10915459282443514,0.32746377847330543
EX_pro_L(e),0.7964010822800839,3.9820054114004195
EX_val_L(e),0.04964328131695917,0.24821640658479585
