,fluxes,C-fluxes
EX_4hbz(e),0.9310531185477243,6.517371829834071
EX_ac(e),16.356139866680145,32.71227973336029
EX_etoh(e),0.5096782772040843,1.0193565544081686
EX_for(e),13.744608072819883,13.744608072819883
EX_gly(e),1.5998141843666405,3.199628368733281
EX_ile_L(e),0.8099959170353914,4.8599755022123485
EX_indole(e),0.05243163107659225,0.419453048612738
EX_nac(e),0.9985826264054138,5.9914957584324835
EX_ppa(e),0.0984472766181828,0.2953418298545484
EX_ptrc(e),0.13760070159883303,0.5504028063953321
