,fluxes,C-fluxes
EX_4hbz(e),0.9310429009533195,6.517300306673237
EX_ac(e),17.06149544512865,34.1229908902573
EX_dad_2(e),0.0028341239494773258,0.028341239494773258
EX_dcyt(e),0.47956116337942356,4.316050470414812
EX_etoh(e),1.6656055464269683,3.3312110928539367
EX_for(e),14.4059405362835,14.4059405362835
EX_gly(e),1.6045588318059871,3.2091176636119743
EX_ile_L(e),0.8098634592698113,4.859180755618867
EX_indole(e),0.05245695153302098,0.41965561226416787
EX_nac(e),0.9985826264054138,5.9914957584324835
EX_ppa(e),0.09843393481398159,0.29530180444194476
EX_ptrc(e),1.0,4.0
