,fluxes,C-fluxes
EX_ac(e),13.194960965136119,26.389921930272237
EX_ade(e),1.9546189495294468,9.773094747647233
EX_csn(e),1.500454647497267,6.001818589989068
EX_etoh(e),6.3554773096238595,12.710954619247719
EX_for(e),8.868883785467272,8.868883785467272
EX_gua(e),0.9621856165942431,4.810928082971215
EX_hista(e),0.11528029653676532,0.5764014826838266
EX_met_L(e),0.9510641703209463,4.755320851604731
EX_orn(e),0.0823452228097541,0.4117261140487705
EX_phe_L(e),0.7009978878702875,6.308980990832588
EX_tma(e),1.0,3.0
EX_trypta(e),0.05586845029935435,0.5586845029935434
EX_tym(e),0.17928044381461236,1.434243550516899
