,fluxes,C-fluxes
EX_ac(e),5.6509488397344425,11.301897679468885
EX_ade(e),1.1044093677966118,5.522046838983059
EX_btoh(e),0.34553440520024226,1.382137620800969
EX_ch4s(e),1.1481942069457944,1.1481942069457944
EX_cys_L(e),0.13416957260063794,0.40250871780191383
EX_dgsn(e),0.9873873197788898,9.873873197788898
EX_for(e),4.882056323607409,4.882056323607409
EX_ile_L(e),0.7156255585692659,4.293753351415596
EX_indole(e),0.07574543849433672,0.6059635079546938
EX_ppa(e),2.3197688565897225,6.959306569769168
EX_succ(e),4.291497702909096,17.165990811636384
