,fluxes,C-fluxes
EX_ac(e),12.238305481431064,24.47661096286213
EX_ade(e),1.001691130636501,5.008455653182505
EX_ala_L(e),1.100283727887629,3.300851183662887
EX_csn(e),1.5419703877709094,6.167881551083638
EX_etoh(e),6.213474623137621,12.426949246275242
EX_for(e),11.171153373266707,11.171153373266707
EX_gcald(e),0.008107147755766304,0.016214295511532608
EX_gua(e),0.6778255943166792,3.389127971583396
EX_met_L(e),0.6502239052412154,3.251119526206077
EX_nac(e),0.997297439390966,5.9837846363457965
EX_orn(e),0.09297043000287995,0.4648521500143998
EX_pro_L(e),0.033027838476292384,0.1651391923814619
EX_succ(e),0.20855773144690332,0.8342309257876133
