,fluxes,C-fluxes
EX_acald(e),2.059655027181258,4.119310054362516
EX_ade(e),2.0653200561097513,10.326600280548757
EX_but(e),2.584279256850385,10.33711702740154
EX_dcyt(e),0.12230100821595137,1.1007090739435623
EX_gcald(e),0.0010061765293281687,0.0020123530586563373
EX_gln_L(e),0.0547831064252413,0.2739155321262065
EX_gly(e),0.16026832475253935,0.3205366495050787
EX_glyc(e),0.0034599604987199544,0.010379881496159864
EX_gua(e),0.9886895718497246,4.943447859248623
EX_indole(e),0.07927753868870219,0.6342203095096175
EX_thymd(e),0.8548037734634425,8.548037734634425
