,fluxes,C-fluxes
EX_ac(e),0.22369117164097743,0.44738234328195486
EX_acald(e),2.006592913236511,4.013185826473022
EX_ade(e),1.036706924810676,5.1835346240533795
EX_but(e),2.518037644783115,10.07215057913246
EX_cys_L(e),0.5102608687946836,1.5307826063840508
EX_dcyt(e),0.9902283249742536,8.912054924768283
EX_glyc(e),0.0019858245842785307,0.005957473752835592
EX_gua(e),0.9943099360795893,4.971549680397946
EX_indole(e),0.07323457136233917,0.5858765708987134
EX_isobut(e),0.18065489324593517,0.7226195729837407
