,fluxes,C-fluxes
EX_ac(e),15.356957995667608,30.713915991335217
EX_dad_2(e),0.9510199566900556,9.510199566900555
EX_dcyt(e),0.9231428238018454,8.30828541421661
EX_etoh(e),0.4568849889866686,0.9137699779733373
EX_for(e),13.23561656798581,13.23561656798581
EX_gcald(e),0.00781605655171272,0.01563211310342544
EX_hista(e),0.12696718291403153,0.6348359145701576
EX_ile_L(e),0.7267006176027473,4.360203705616484
EX_lys_L(e),0.8601386141508822,5.160831684905293
EX_orn(e),0.0998015583294521,0.4990077916472605
